eventid, userid, eventtime, type, diffgold, diffpower, difflevel
3141,404,2022-12-17 09:48:15,1,-62491,62508,0
3142,80,2022-12-17 09:49:01,2,92070,0,0
3143,509,2022-12-17 09:49:42,2,92256,0,0
3144,815,2022-12-17 09:49:49,3,0,0,2
3145,815,2022-12-17 09:50:04,3,0,0,2
3146,970,2022-12-17 09:50:13,2,61901,0,0
3147,398,2022-12-17 09:50:30,1,-22169,48686,0
3148,331,2022-12-17 09:51:16,3,0,0,1
3149,997,2022-12-17 09:51:25,3,0,0,2
3150,244,2022-12-17 09:52:07,2,49420,0,0
3151,372,2022-12-17 09:52:11,2,64644,0,0
3152,613,2022-12-17 09:52:19,1,-57225,99795,0
3153,783,2022-12-17 09:52:21,2,13120,0,0
3154,246,2022-12-17 09:52:51,2,19641,0,0
3155,133,2022-12-17 09:53:30,2,60728,0,0
3156,788,2022-12-17 09:53:42,2,19646,0,0
3157,900,2022-12-17 09:54:22,1,-63910,67327,0
3158,798,2022-12-17 09:54:47,1,-70435,75229,0
3159,223,2022-12-17 09:55:15,2,32566,0,0
3160,331,2022-12-17 09:55:32,2,29872,0,0
3161,981,2022-12-17 09:55:44,3,0,0,1
3162,852,2022-12-17 09:56:33,2,66790,0,0
3163,378,2022-12-17 09:57:13,1,-29419,63350,0
3164,672,2022-12-17 09:57:49,1,-62312,4215,0
3165,919,2022-12-17 09:58:33,2,89578,0,0
3166,397,2022-12-17 09:59:11,2,61840,0,0
3167,280,2022-12-17 09:59:38,1,-87421,33728,0
3168,893,2022-12-17 10:00:27,3,0,0,1
3169,307,2022-12-17 10:01:13,1,-81256,40340,0
3170,663,2022-12-17 10:01:30,3,0,0,1
3171,892,2022-12-17 10:01:59,2,97394,0,0
3172,882,2022-12-17 10:02:47,2,25452,0,0
3173,196,2022-12-17 10:03:24,1,-16552,33636,0
3174,763,2022-12-17 10:03:59,1,-8570,47005,0
3175,802,2022-12-17 10:04:41,2,75571,0,0
3176,243,2022-12-17 10:05:07,2,64040,0,0
3177,41,2022-12-17 10:05:15,2,61743,0,0
3178,226,2022-12-17 10:05:26,1,-70524,46342,0
3179,762,2022-12-17 10:05:30,1,-15286,16175,0
3180,161,2022-12-17 10:06:14,3,0,0,1
3181,252,2022-12-17 10:06:59,1,-40227,46335,0
3182,664,2022-12-17 10:07:28,1,-31575,52617,0
3183,14,2022-12-17 10:07:53,1,-11473,17227,0
3184,849,2022-12-17 10:08:19,3,0,0,1
3185,637,2022-12-17 10:08:24,2,49799,0,0
3186,635,2022-12-17 10:09:09,3,0,0,1
3187,405,2022-12-17 10:09:28,2,61134,0,0
3188,245,2022-12-17 10:09:32,1,-43707,21613,0
3189,577,2022-12-17 10:09:36,3,0,0,2
3190,806,2022-12-17 10:10:06,2,49307,0,0
3191,459,2022-12-17 10:10:47,2,1473,0,0
3192,194,2022-12-17 10:10:53,1,-59050,5066,0
3193,714,2022-12-17 10:11:29,3,0,0,2
3194,174,2022-12-17 10:11:53,1,-608,12765,0
3195,844,2022-12-17 10:11:59,3,0,0,1
3196,113,2022-12-17 10:12:11,2,75942,0,0
3197,699,2022-12-17 10:12:13,3,0,0,1
3198,437,2022-12-17 10:13:01,2,92925,0,0
3199,208,2022-12-17 10:13:26,1,-75851,89950,0
3200,262,2022-12-17 10:13:42,3,0,0,1
3201,145,2022-12-17 10:14:07,1,-85605,74247,0
3202,424,2022-12-17 10:14:29,2,48857,0,0
3203,821,2022-12-17 10:14:50,2,47074,0,0
3204,962,2022-12-17 10:15:12,2,5136,0,0
3205,468,2022-12-17 10:16:01,1,-19823,45305,0
3206,625,2022-12-17 10:16:41,2,29249,0,0
3207,210,2022-12-17 10:17:00,3,0,0,1
3208,32,2022-12-17 10:17:34,3,0,0,2
3209,644,2022-12-17 10:18:16,1,-92286,14184,0
3210,106,2022-12-17 10:18:22,3,0,0,2
3211,46,2022-12-17 10:19:03,3,0,0,1
3212,666,2022-12-17 10:19:28,2,87503,0,0
3213,105,2022-12-17 10:20:11,3,0,0,1
3214,142,2022-12-17 10:20:40,3,0,0,2
3215,770,2022-12-17 10:21:00,2,36323,0,0
3216,22,2022-12-17 10:21:16,2,44442,0,0
3217,558,2022-12-17 10:22:01,1,-42361,98147,0
3218,738,2022-12-17 10:22:40,3,0,0,2
3219,98,2022-12-17 10:23:01,3,0,0,1
3220,48,2022-12-17 10:23:49,2,63470,0,0
3221,73,2022-12-17 10:23:51,1,-64904,62457,0
3222,393,2022-12-17 10:24:37,1,-99429,32371,0
3223,192,2022-12-17 10:24:41,1,-20527,12847,0
3224,499,2022-12-17 10:25:23,3,0,0,1
3225,46,2022-12-17 10:25:27,3,0,0,2
3226,892,2022-12-17 10:25:53,1,-41434,11984,0
3227,345,2022-12-17 10:26:21,3,0,0,1
3228,564,2022-12-17 10:26:46,3,0,0,1
3229,315,2022-12-17 10:26:48,3,0,0,1
3230,923,2022-12-17 10:26:59,3,0,0,1
3231,745,2022-12-17 10:27:36,1,-52599,22378,0
3232,587,2022-12-17 10:27:40,1,-39522,83058,0
3233,336,2022-12-17 10:28:09,1,-57102,9244,0
3234,76,2022-12-17 10:28:12,2,93429,0,0
3235,730,2022-12-17 10:29:02,2,52285,0,0
3236,634,2022-12-17 10:29:29,3,0,0,1
3237,620,2022-12-17 10:29:33,3,0,0,1
3238,624,2022-12-17 10:29:39,3,0,0,1
3239,290,2022-12-17 10:29:58,2,65837,0,0
3240,633,2022-12-17 10:30:06,3,0,0,2
3241,507,2022-12-17 10:30:18,2,4896,0,0
3242,743,2022-12-17 10:30:34,1,-68023,67243,0
3243,379,2022-12-17 10:30:56,3,0,0,2
3244,917,2022-12-17 10:30:58,3,0,0,1
3245,784,2022-12-17 10:31:01,1,-48751,67804,0
3246,39,2022-12-17 10:31:46,2,50818,0,0
3247,129,2022-12-17 10:32:25,3,0,0,2
3248,847,2022-12-17 10:33:10,3,0,0,2
3249,855,2022-12-17 10:33:41,3,0,0,1
3250,580,2022-12-17 10:34:19,1,-47489,5144,0
3251,260,2022-12-17 10:34:57,3,0,0,1
3252,851,2022-12-17 10:35:12,2,94938,0,0
3253,467,2022-12-17 10:35:17,1,-2469,86236,0
3254,669,2022-12-17 10:35:59,2,55859,0,0
3255,826,2022-12-17 10:36:41,3,0,0,1
3256,42,2022-12-17 10:36:56,2,96444,0,0
3257,525,2022-12-17 10:37:43,3,0,0,2
3258,615,2022-12-17 10:37:53,2,73329,0,0
3259,136,2022-12-17 10:38:08,2,83192,0,0
3260,983,2022-12-17 10:38:45,1,-5111,49914,0
3261,480,2022-12-17 10:39:34,1,-35464,35355,0
3262,573,2022-12-17 10:39:47,3,0,0,1
3263,756,2022-12-17 10:40:15,1,-33177,78717,0
3264,946,2022-12-17 10:40:40,1,-28205,94468,0
3265,61,2022-12-17 10:41:28,1,-88244,82789,0
3266,692,2022-12-17 10:42:17,2,33895,0,0
3267,863,2022-12-17 10:43:07,3,0,0,1
3268,370,2022-12-17 10:43:43,1,-77832,39686,0
3269,763,2022-12-17 10:44:05,3,0,0,1
3270,953,2022-12-17 10:44:54,2,49864,0,0
3271,438,2022-12-17 10:45:03,1,-42533,23547,0
3272,481,2022-12-17 10:45:41,1,-7900,38235,0
3273,17,2022-12-17 10:45:57,1,-72103,7949,0
3274,63,2022-12-17 10:46:10,3,0,0,2
3275,605,2022-12-17 10:46:38,1,-13688,89125,0
3276,182,2022-12-17 10:47:24,2,868,0,0
3277,265,2022-12-17 10:47:29,3,0,0,1
3278,336,2022-12-17 10:47:54,1,-1359,35311,0
3279,820,2022-12-17 10:48:08,1,-83731,93552,0
3280,862,2022-12-17 10:48:33,1,-46333,21289,0
3281,659,2022-12-17 10:48:52,1,-77598,16311,0
3282,108,2022-12-17 10:49:25,1,-12542,84864,0
3283,440,2022-12-17 10:49:57,3,0,0,2
3284,328,2022-12-17 10:50:17,3,0,0,1
3285,782,2022-12-17 10:50:38,1,-12305,66994,0
3286,80,2022-12-17 10:51:11,1,-65895,20057,0
3287,592,2022-12-17 10:51:54,2,97349,0,0
3288,112,2022-12-17 10:52:10,1,-21418,39761,0
3289,587,2022-12-17 10:52:15,1,-82883,55026,0
3290,702,2022-12-17 10:52:22,3,0,0,1
3291,519,2022-12-17 10:52:35,2,1697,0,0
3292,973,2022-12-17 10:53:13,3,0,0,2
3293,89,2022-12-17 10:53:58,3,0,0,1
3294,973,2022-12-17 10:54:25,2,93855,0,0
3295,411,2022-12-17 10:54:28,3,0,0,1
3296,623,2022-12-17 10:55:00,3,0,0,1
3297,726,2022-12-17 10:55:38,2,40696,0,0
3298,278,2022-12-17 10:56:00,3,0,0,1
3299,220,2022-12-17 10:56:40,2,13171,0,0
3300,13,2022-12-17 10:56:59,1,-94668,23525,0
3301,504,2022-12-17 10:57:41,2,53849,0,0
3302,670,2022-12-17 10:57:49,1,-44663,33939,0
3303,333,2022-12-17 10:58:19,3,0,0,1
3304,642,2022-12-17 10:58:22,3,0,0,1
3305,27,2022-12-17 10:58:48,3,0,0,1
3306,875,2022-12-17 10:59:20,2,69720,0,0
3307,681,2022-12-17 11:00:07,3,0,0,1
3308,387,2022-12-17 11:00:22,3,0,0,2
3309,194,2022-12-17 11:00:29,1,-94095,6516,0
3310,181,2022-12-17 11:00:53,3,0,0,1
3311,105,2022-12-17 11:01:04,1,-36289,6004,0
3312,762,2022-12-17 11:01:38,3,0,0,2
3313,17,2022-12-17 11:01:39,3,0,0,1
3314,256,2022-12-17 11:01:53,3,0,0,1
3315,117,2022-12-17 11:02:29,1,-86849,57962,0
3316,788,2022-12-17 11:03:11,2,50198,0,0
3317,675,2022-12-17 11:03:16,1,-90513,6072,0
3318,183,2022-12-17 11:03:38,3,0,0,1
3319,937,2022-12-17 11:04:19,3,0,0,1
3320,819,2022-12-17 11:04:31,1,-82881,9395,0
3321,165,2022-12-17 11:05:17,2,63947,0,0
3322,181,2022-12-17 11:05:46,1,-81522,67909,0
3323,870,2022-12-17 11:06:16,3,0,0,2
3324,727,2022-12-17 11:06:33,3,0,0,2
3325,871,2022-12-17 11:06:58,1,-37793,49072,0
3326,625,2022-12-17 11:07:40,2,16785,0,0
3327,332,2022-12-17 11:08:19,3,0,0,1
3328,797,2022-12-17 11:08:32,2,61041,0,0
3329,287,2022-12-17 11:09:09,2,38972,0,0
3330,885,2022-12-17 11:09:21,1,-83959,4829,0
3331,317,2022-12-17 11:09:57,2,83101,0,0
3332,143,2022-12-17 11:10:36,1,-60979,14193,0
3333,268,2022-12-17 11:10:40,1,-17103,73916,0
3334,893,2022-12-17 11:10:50,1,-21591,73765,0
3335,896,2022-12-17 11:11:06,2,31975,0,0
3336,38,2022-12-17 11:11:40,1,-47998,24481,0
3337,157,2022-12-17 11:12:22,1,-90236,42246,0
3338,451,2022-12-17 11:13:01,1,-30472,39725,0
3339,460,2022-12-17 11:13:25,1,-41866,20509,0
3340,892,2022-12-17 11:14:09,3,0,0,1
3341,971,2022-12-17 11:14:37,3,0,0,1
3342,238,2022-12-17 11:15:14,1,-77414,81361,0
3343,336,2022-12-17 11:15:42,3,0,0,1
3344,398,2022-12-17 11:16:02,2,94473,0,0
3345,725,2022-12-17 11:16:23,1,-34151,2349,0
3346,490,2022-12-17 11:16:31,3,0,0,2
3347,392,2022-12-17 11:17:08,1,-75669,95730,0
3348,581,2022-12-17 11:17:21,3,0,0,2
3349,886,2022-12-17 11:17:34,3,0,0,1
3350,265,2022-12-17 11:17:46,2,21645,0,0
3351,608,2022-12-17 11:18:33,3,0,0,2
3352,591,2022-12-17 11:18:49,1,-2084,3300,0
3353,962,2022-12-17 11:19:15,2,56534,0,0
3354,797,2022-12-17 11:19:29,2,47894,0,0
3355,433,2022-12-17 11:19:40,1,-84898,79456,0
3356,803,2022-12-17 11:20:06,2,10077,0,0
3357,378,2022-12-17 11:20:09,1,-29637,14419,0
3358,642,2022-12-17 11:20:27,3,0,0,1
3359,486,2022-12-17 11:21:04,3,0,0,1
3360,346,2022-12-17 11:21:10,3,0,0,2
3361,685,2022-12-17 11:21:29,3,0,0,2
3362,917,2022-12-17 11:22:09,3,0,0,1
3363,465,2022-12-17 11:22:48,3,0,0,1
3364,380,2022-12-17 11:23:31,2,89257,0,0
3365,559,2022-12-17 11:23:42,1,-24965,61928,0
3366,419,2022-12-17 11:24:01,1,-5702,94583,0
3367,481,2022-12-17 11:24:34,1,-98321,85170,0
3368,706,2022-12-17 11:25:12,2,50887,0,0
3369,669,2022-12-17 11:25:43,3,0,0,1
3370,311,2022-12-17 11:25:49,2,80974,0,0
3371,236,2022-12-17 11:25:54,2,65228,0,0
3372,8,2022-12-17 11:26:39,1,-53179,7993,0
3373,950,2022-12-17 11:27:25,2,7270,0,0
3374,657,2022-12-17 11:27:29,3,0,0,2
3375,922,2022-12-17 11:28:09,2,58608,0,0
3376,681,2022-12-17 11:28:34,1,-55859,44667,0
3377,400,2022-12-17 11:29:10,1,-31074,23958,0
3378,153,2022-12-17 11:29:26,2,38708,0,0
3379,833,2022-12-17 11:29:47,1,-32777,24266,0
3380,324,2022-12-17 11:30:24,2,17790,0,0
3381,874,2022-12-17 11:30:39,1,-63855,15263,0
3382,500,2022-12-17 11:30:52,3,0,0,2
3383,905,2022-12-17 11:31:10,1,-63534,60570,0
3384,534,2022-12-17 11:31:48,3,0,0,1
3385,600,2022-12-17 11:31:50,3,0,0,2
3386,219,2022-12-17 11:32:17,1,-46853,78137,0
3387,487,2022-12-17 11:32:36,2,76795,0,0
3388,510,2022-12-17 11:32:50,3,0,0,1
3389,581,2022-12-17 11:33:30,3,0,0,1
3390,870,2022-12-17 11:33:37,1,-77738,11675,0
3391,132,2022-12-17 11:34:26,1,-46929,68133,0
3392,320,2022-12-17 11:35:07,3,0,0,1
3393,491,2022-12-17 11:35:27,2,2737,0,0
3394,923,2022-12-17 11:36:14,2,27627,0,0
3395,220,2022-12-17 11:36:41,1,-85675,47611,0
3396,984,2022-12-17 11:37:28,2,60011,0,0
3397,58,2022-12-17 11:37:44,1,-98425,81172,0
3398,168,2022-12-17 11:38:13,2,68403,0,0
3399,968,2022-12-17 11:38:26,2,8910,0,0
3400,725,2022-12-17 11:38:36,2,59004,0,0
3401,973,2022-12-17 11:39:22,3,0,0,2
3402,308,2022-12-17 11:39:55,3,0,0,2
3403,183,2022-12-17 11:40:44,3,0,0,2
3404,29,2022-12-17 11:41:16,1,-68728,67439,0
3405,442,2022-12-17 11:41:50,1,-73842,99704,0
3406,368,2022-12-17 11:42:29,2,16341,0,0
3407,37,2022-12-17 11:43:17,2,63407,0,0
3408,71,2022-12-17 11:43:30,3,0,0,1
3409,532,2022-12-17 11:44:14,2,70527,0,0
3410,140,2022-12-17 11:44:20,3,0,0,2
3411,997,2022-12-17 11:44:28,2,59315,0,0
3412,690,2022-12-17 11:44:38,3,0,0,2
3413,535,2022-12-17 11:44:46,3,0,0,2
3414,937,2022-12-17 11:44:52,2,11045,0,0
3415,430,2022-12-17 11:45:22,1,-7290,40460,0
3416,300,2022-12-17 11:45:28,1,-68112,82550,0
3417,866,2022-12-17 11:45:36,3,0,0,1
3418,346,2022-12-17 11:46:21,1,-22725,23576,0
3419,988,2022-12-17 11:46:58,2,88988,0,0
3420,670,2022-12-17 11:47:21,2,22865,0,0
3421,853,2022-12-17 11:48:01,2,1917,0,0
3422,296,2022-12-17 11:48:23,1,-85884,29484,0
3423,528,2022-12-17 11:49:00,1,-58707,21305,0
3424,152,2022-12-17 11:49:03,2,32476,0,0
3425,733,2022-12-17 11:49:52,1,-31538,2751,0
3426,160,2022-12-17 11:50:11,1,-51815,79842,0
3427,232,2022-12-17 11:50:28,1,-45628,81583,0
3428,114,2022-12-17 11:51:15,3,0,0,1
3429,16,2022-12-17 11:52:01,2,79999,0,0
3430,161,2022-12-17 11:52:40,1,-27243,11007,0
3431,177,2022-12-17 11:53:24,2,17309,0,0
3432,978,2022-12-17 11:54:06,3,0,0,1
3433,514,2022-12-17 11:54:19,3,0,0,2
3434,232,2022-12-17 11:54:55,1,-77868,15317,0
3435,748,2022-12-17 11:55:15,2,18560,0,0
3436,850,2022-12-17 11:55:47,1,-2386,16889,0
3437,466,2022-12-17 11:55:51,2,65730,0,0
3438,601,2022-12-17 11:56:36,2,16969,0,0
3439,677,2022-12-17 11:57:01,2,38363,0,0
3440,89,2022-12-17 11:57:43,1,-37348,32362,0
3441,784,2022-12-17 11:58:33,2,62850,0,0
3442,570,2022-12-17 11:59:18,3,0,0,1
3443,181,2022-12-17 11:59:35,1,-35024,44569,0
3444,280,2022-12-17 11:59:38,3,0,0,2
3445,200,2022-12-17 11:59:43,1,-62860,15406,0
3446,40,2022-12-17 12:00:26,3,0,0,2
3447,617,2022-12-17 12:01:12,1,-33577,35795,0
3448,589,2022-12-17 12:01:54,1,-36554,85932,0
3449,916,2022-12-17 12:02:30,3,0,0,2
3450,625,2022-12-17 12:03:03,2,47494,0,0
3451,81,2022-12-17 12:03:06,2,91923,0,0
3452,332,2022-12-17 12:03:32,1,-47522,51980,0
3453,599,2022-12-17 12:03:52,2,28508,0,0
3454,889,2022-12-17 12:04:08,3,0,0,1
3455,829,2022-12-17 12:04:21,3,0,0,2
3456,146,2022-12-17 12:04:26,1,-95057,63328,0
3457,336,2022-12-17 12:05:02,2,93266,0,0
3458,759,2022-12-17 12:05:07,3,0,0,2
3459,666,2022-12-17 12:05:30,1,-66293,68617,0
3460,384,2022-12-17 12:05:54,3,0,0,2
3461,691,2022-12-17 12:06:20,1,-45085,8743,0
3462,684,2022-12-17 12:06:57,3,0,0,1
3463,498,2022-12-17 12:07:07,1,-22576,42694,0
3464,610,2022-12-17 12:07:48,3,0,0,1
3465,229,2022-12-17 12:08:27,2,1595,0,0
3466,728,2022-12-17 12:08:44,3,0,0,1
3467,859,2022-12-17 12:09:09,3,0,0,1
3468,729,2022-12-17 12:09:20,3,0,0,2
3469,596,2022-12-17 12:09:47,2,75003,0,0
3470,432,2022-12-17 12:10:22,2,58819,0,0
3471,109,2022-12-17 12:11:11,2,45460,0,0
3472,406,2022-12-17 12:11:29,2,25486,0,0
3473,894,2022-12-17 12:11:50,3,0,0,1
3474,266,2022-12-17 12:12:11,3,0,0,2
3475,634,2022-12-17 12:12:51,3,0,0,1
3476,537,2022-12-17 12:13:38,1,-59929,36330,0
3477,866,2022-12-17 12:14:21,2,39421,0,0
3478,777,2022-12-17 12:14:25,1,-25602,16224,0
3479,498,2022-12-17 12:14:29,3,0,0,2
3480,456,2022-12-17 12:14:45,1,-95465,63783,0
3481,611,2022-12-17 12:15:30,2,68078,0,0
3482,879,2022-12-17 12:16:17,1,-72265,29248,0
3483,554,2022-12-17 12:17:00,3,0,0,2
3484,633,2022-12-17 12:17:24,2,58510,0,0
3485,223,2022-12-17 12:17:31,1,-78871,36712,0
3486,566,2022-12-17 12:17:46,3,0,0,1
3487,311,2022-12-17 12:17:57,3,0,0,2
3488,438,2022-12-17 12:18:32,2,74603,0,0
3489,880,2022-12-17 12:18:53,1,-16521,59558,0
3490,539,2022-12-17 12:19:39,3,0,0,2
3491,717,2022-12-17 12:20:02,1,-18024,27541,0
3492,762,2022-12-17 12:20:33,1,-89556,13410,0
3493,276,2022-12-17 12:21:19,2,92341,0,0
3494,625,2022-12-17 12:21:49,1,-55803,25837,0
3495,595,2022-12-17 12:22:27,3,0,0,2
3496,301,2022-12-17 12:23:02,1,-2199,55631,0
3497,116,2022-12-17 12:23:41,1,-31175,34466,0
3498,709,2022-12-17 12:23:53,2,78329,0,0
3499,509,2022-12-17 12:24:20,1,-58589,11823,0
3500,570,2022-12-17 12:25:01,3,0,0,2
3501,189,2022-12-17 12:25:20,2,73838,0,0
3502,23,2022-12-17 12:26:05,1,-99531,82058,0
3503,682,2022-12-17 12:26:47,1,-14576,25172,0
3504,532,2022-12-17 12:27:25,3,0,0,1
3505,908,2022-12-17 12:27:30,2,60029,0,0
3506,893,2022-12-17 12:28:20,2,84108,0,0
3507,448,2022-12-17 12:28:37,2,94921,0,0
3508,329,2022-12-17 12:29:13,3,0,0,2
3509,66,2022-12-17 12:29:34,2,69202,0,0
3510,238,2022-12-17 12:29:57,2,14988,0,0
3511,995,2022-12-17 12:30:43,2,88578,0,0
3512,334,2022-12-17 12:30:51,3,0,0,2
3513,906,2022-12-17 12:31:40,3,0,0,1
3514,259,2022-12-17 12:32:30,1,-22578,26614,0
3515,892,2022-12-17 12:32:41,1,-79899,49464,0
3516,735,2022-12-17 12:33:11,2,92305,0,0
3517,517,2022-12-17 12:33:31,3,0,0,1
3518,314,2022-12-17 12:33:51,1,-27270,22593,0
3519,762,2022-12-17 12:34:10,3,0,0,2
3520,878,2022-12-17 12:34:35,1,-22041,17471,0
3521,17,2022-12-17 12:35:14,2,73984,0,0
3522,625,2022-12-17 12:35:52,3,0,0,2
3523,555,2022-12-17 12:36:09,1,-69009,68357,0
3524,750,2022-12-17 12:36:30,2,26834,0,0
3525,558,2022-12-17 12:36:54,2,60732,0,0
3526,769,2022-12-17 12:37:43,3,0,0,2
3527,483,2022-12-17 12:37:45,3,0,0,2
3528,701,2022-12-17 12:38:16,3,0,0,1
3529,533,2022-12-17 12:38:40,1,-74045,62860,0
3530,844,2022-12-17 12:38:44,2,74212,0,0
3531,840,2022-12-17 12:39:25,3,0,0,1
3532,596,2022-12-17 12:39:53,3,0,0,2
3533,205,2022-12-17 12:39:57,1,-10358,51948,0
3534,801,2022-12-17 12:40:21,2,80701,0,0
3535,913,2022-12-17 12:40:32,3,0,0,1
3536,428,2022-12-17 12:40:49,1,-66465,84452,0
3537,218,2022-12-17 12:41:17,3,0,0,2
3538,976,2022-12-17 12:41:43,3,0,0,2
3539,725,2022-12-17 12:42:17,1,-31378,51748,0
3540,148,2022-12-17 12:43:01,2,50054,0,0
3541,855,2022-12-17 12:43:10,3,0,0,1
3542,226,2022-12-17 12:43:23,2,97384,0,0
3543,251,2022-12-17 12:44:06,3,0,0,1
3544,375,2022-12-17 12:44:39,3,0,0,1
3545,960,2022-12-17 12:44:46,2,49858,0,0
3546,60,2022-12-17 12:45:12,2,80397,0,0
3547,620,2022-12-17 12:45:51,1,-9116,12582,0
3548,348,2022-12-17 12:46:37,3,0,0,2
3549,542,2022-12-17 12:46:39,2,79598,0,0
3550,427,2022-12-17 12:47:06,1,-65377,41253,0
3551,271,2022-12-17 12:47:20,2,67787,0,0
3552,249,2022-12-17 12:48:01,3,0,0,2
3553,858,2022-12-17 12:48:33,2,77613,0,0
3554,561,2022-12-17 12:48:57,3,0,0,2
3555,734,2022-12-17 12:49:05,2,40633,0,0
3556,770,2022-12-17 12:49:18,3,0,0,2
3557,235,2022-12-17 12:49:42,1,-9117,11381,0
3558,159,2022-12-17 12:50:15,3,0,0,1
3559,981,2022-12-17 12:50:20,2,40132,0,0
3560,532,2022-12-17 12:50:22,3,0,0,1
3561,279,2022-12-17 12:51:07,3,0,0,1
3562,472,2022-12-17 12:51:08,1,-93359,78584,0
3563,128,2022-12-17 12:51:44,1,-45412,31980,0
3564,256,2022-12-17 12:51:57,1,-74577,71004,0
3565,289,2022-12-17 12:52:27,3,0,0,2
3566,589,2022-12-17 12:53:02,2,48963,0,0
3567,91,2022-12-17 12:53:46,1,-52425,96624,0
3568,864,2022-12-17 12:54:32,2,78400,0,0
3569,464,2022-12-17 12:55:14,1,-78394,95971,0
3570,697,2022-12-17 12:55:25,3,0,0,1
3571,133,2022-12-17 12:55:50,2,47763,0,0
3572,469,2022-12-17 12:56:13,2,22527,0,0
3573,21,2022-12-17 12:56:37,3,0,0,1
3574,700,2022-12-17 12:57:02,3,0,0,1
3575,35,2022-12-17 12:57:29,1,-51284,6800,0
3576,503,2022-12-17 12:58:00,2,56555,0,0
3577,697,2022-12-17 12:58:16,1,-49247,53865,0
3578,585,2022-12-17 12:58:59,2,57022,0,0
3579,815,2022-12-17 12:59:11,3,0,0,1
3580,198,2022-12-17 12:59:27,3,0,0,2
3581,685,2022-12-17 12:59:38,2,62469,0,0
3582,763,2022-12-17 12:59:55,2,82582,0,0
3583,131,2022-12-17 13:00:14,3,0,0,1
3584,601,2022-12-17 13:00:51,1,-81020,79972,0
3585,741,2022-12-17 13:01:25,3,0,0,1
3586,830,2022-12-17 13:02:06,1,-96621,42487,0
3587,178,2022-12-17 13:02:28,2,77413,0,0
3588,913,2022-12-17 13:03:14,2,95654,0,0
3589,8,2022-12-17 13:03:35,1,-73774,2932,0
3590,45,2022-12-17 13:04:02,2,74638,0,0
3591,636,2022-12-17 13:04:08,1,-31278,77794,0
3592,202,2022-12-17 13:04:10,1,-66201,40880,0
3593,743,2022-12-17 13:04:40,2,45792,0,0
3594,470,2022-12-17 13:05:13,1,-37955,35485,0
3595,914,2022-12-17 13:05:19,1,-47615,87547,0
3596,924,2022-12-17 13:05:33,1,-3294,58072,0
3597,565,2022-12-17 13:05:44,2,38076,0,0
3598,417,2022-12-17 13:05:52,3,0,0,2
3599,127,2022-12-17 13:06:13,1,-99184,66707,0
3600,577,2022-12-17 13:06:49,3,0,0,1
3601,807,2022-12-17 13:07:30,1,-89983,80591,0
3602,118,2022-12-17 13:07:48,3,0,0,2
3603,632,2022-12-17 13:08:23,1,-67752,98597,0
3604,206,2022-12-17 13:08:30,1,-96297,92710,0
3605,30,2022-12-17 13:08:42,1,-70945,9135,0
3606,861,2022-12-17 13:09:12,2,43049,0,0
3607,249,2022-12-17 13:09:31,1,-18476,43753,0
3608,299,2022-12-17 13:09:37,2,29217,0,0
3609,208,2022-12-17 13:10:06,3,0,0,2
3610,570,2022-12-17 13:10:41,1,-81663,16000,0
3611,105,2022-12-17 13:10:59,1,-23983,61614,0
3612,211,2022-12-17 13:11:46,3,0,0,1
3613,691,2022-12-17 13:12:21,3,0,0,1
3614,537,2022-12-17 13:13:00,3,0,0,2
3615,107,2022-12-17 13:13:39,1,-99304,76293,0
3616,390,2022-12-17 13:14:24,2,44528,0,0
3617,985,2022-12-17 13:14:28,1,-68493,9774,0
3618,105,2022-12-17 13:15:03,1,-49963,53893,0
3619,765,2022-12-17 13:15:17,2,38449,0,0
3620,320,2022-12-17 13:16:02,2,6983,0,0
3621,627,2022-12-17 13:16:40,2,60340,0,0
3622,843,2022-12-17 13:17:17,1,-11354,81195,0
3623,249,2022-12-17 13:17:51,3,0,0,1
3624,206,2022-12-17 13:18:39,3,0,0,1
3625,180,2022-12-17 13:19:23,2,55105,0,0
3626,270,2022-12-17 13:19:32,3,0,0,1
3627,757,2022-12-17 13:19:49,1,-34764,13412,0
3628,731,2022-12-17 13:20:37,3,0,0,1
3629,263,2022-12-17 13:21:21,3,0,0,2
3630,251,2022-12-17 13:21:34,1,-47137,47025,0
3631,308,2022-12-17 13:22:23,2,52419,0,0
3632,267,2022-12-17 13:22:49,3,0,0,1
3633,540,2022-12-17 13:23:15,3,0,0,1
3634,782,2022-12-17 13:23:17,1,-38647,22074,0
3635,239,2022-12-17 13:23:46,1,-35894,12803,0
3636,700,2022-12-17 13:24:30,3,0,0,2
3637,662,2022-12-17 13:24:36,3,0,0,1
3638,704,2022-12-17 13:24:46,2,87121,0,0
3639,593,2022-12-17 13:25:16,1,-64565,92791,0
3640,230,2022-12-17 13:25:19,1,-50662,68774,0
3641,174,2022-12-17 13:25:21,2,15052,0,0
3642,492,2022-12-17 13:25:46,2,33496,0,0
3643,919,2022-12-17 13:26:12,1,-3815,37485,0
3644,674,2022-12-17 13:26:38,3,0,0,2
3645,756,2022-12-17 13:26:53,2,95661,0,0
3646,790,2022-12-17 13:27:27,2,20717,0,0
3647,722,2022-12-17 13:27:32,1,-55277,55814,0
3648,288,2022-12-17 13:28:00,2,47754,0,0
3649,1,2022-12-17 13:28:06,2,52614,0,0
3650,873,2022-12-17 13:28:08,3,0,0,1
3651,516,2022-12-17 13:28:41,3,0,0,2
